,title,price,asin,imageURLHighRes,ratings
3109,"Ricola Sugar Free Original Swiss Herb Cough Drops, 19 Drops, Swiss Herbal Formula with Menthol, for Effective Long Lasting Relief, for Coughs, Sore Throats, Colds",$2.99,B012VJRNIY,"['https://images-na.ssl-images-amazon.com/images/I/51nEmoYehFL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/51rNLJMWkcL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/51RWs7AiPUL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/61IEjjDVUtL.jpg']",4.923076923076923
3110,"Ricola Sugar Free Green Tea With Echinacea Throat Drops, 19 Drops, Swiss Herbal Formula with Menthol, Effective Long Lasting Relief, for Coughs, Sore Throats, Colds",$2.99,B012VJR82A,"['https://images-na.ssl-images-amazon.com/images/I/51hFmrOYkEL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/41cDTOJviBL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/51nEmoYehFL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/51rNLJMWkcL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/51RWs7AiPUL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/61IEjjDVUtL.jpg']",4.533333333333333
3111,"Ricola Natural Herb Cough Suppressant &amp; Throat Drops, Honey Herb, 24 Drops, 1 Count",$2.99,B012VJRHLW,"['https://images-na.ssl-images-amazon.com/images/I/51twin3JTLL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/41Ic5HP0SwL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/51nEmoYehFL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/51rNLJMWkcL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/51RWs7AiPUL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/61IEjjDVUtL.jpg']",4.571428571428571
3112,"Ricola Herb Throat Drops, Lemon Mint, 24 Drops, Unique Swiss Natural Herbal Formula with Menthol for Effective Long Lasting Relief, for Coughs, Sore Throats Due to Colds",$2.99,B012VJSHKM,"['https://images-na.ssl-images-amazon.com/images/I/512Gv6HRuBL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/41A5e1E2jnL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/51nEmoYehFL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/51rNLJMWkcL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/51RWs7AiPUL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/61IEjjDVUtL.jpg']",4.956521739130435
3113,"Ricola Extra Strength Cough Suppressant Drops, Glacier Mint, 19 Drops, 1 count",$2.99,B012VJRT8S,"['https://images-na.ssl-images-amazon.com/images/I/51t262xl4UL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/41hbM0SCW4L.jpg', 'https://images-na.ssl-images-amazon.com/images/I/51nEmoYehFL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/51rNLJMWkcL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/51RWs7AiPUL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/61IEjjDVUtL.jpg']",4.769230769230769
3114,"TERRA Vegetable Chips, Blues with Sea Salt, 1 Ounce",$0.71,B012W2V2IW,"['https://images-na.ssl-images-amazon.com/images/I/418P%2BkJhaOL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/514QMdjtqtL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/311Wc3kgYXL.jpg']",4.636363636363637
3115,"TERRA Blues Chips with Sea Salt, 5 oz.",$2.62,B012W2ZQ34,"['https://images-na.ssl-images-amazon.com/images/I/51scQzhbpzL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/51v%2B2rAbhsL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/31yhtzXvxBL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/41JPND9dHkL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/41qLu4bAXnL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/514lKjllLjL.jpg']",4.56
3116,"Sensible Portions Apple Straws, Cinnamon, 1 oz.",$0.50,B012W37MH6,"['https://images-na.ssl-images-amazon.com/images/I/51wNoFvavyL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/31dLHYAAYvL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/417Xn2Nv6NL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/51Z9o5w0A6L.jpg', 'https://images-na.ssl-images-amazon.com/images/I/51f-KbBCwCL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/41%2B4Hh7yL1L.jpg']",4.122448979591836
3117,"TERRA Sweet Potato Chips with Sea Salt, 6 oz.",$2.99,B012W377OE,"['https://images-na.ssl-images-amazon.com/images/I/51IKTsxm5vL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/51QKdhQ%2Bp7L.jpg', 'https://images-na.ssl-images-amazon.com/images/I/313eQqqSGUL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/41JPND9dHkL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/41qLu4bAXnL.jpg']",3.9672131147540983
3118,"Sensible Portions Garden Veggie Straws, Sea Salt, 1 oz.",$0.99,B012W3AV5Q,"['https://images-na.ssl-images-amazon.com/images/I/51JlOUfKBKL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/51nHkXbm2jL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/51lOkmmrObL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/417Xn2Nv6NL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/51QM1j%2BhdDL.jpg']",4.184466019417476
3119,"Garden of Eatin' Blue Corn Tortilla Chips, 8.1 oz.",$2.68,B012W39R9M,"['https://images-na.ssl-images-amazon.com/images/I/51AZCEq2ISL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/41-G7LR1RbL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/515fZ%2BrL-LL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/51POi7heIuL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/51SKKUEPkPL.jpg']",4.607142857142857
3120,"TERRA Exotic Harvest Chips with Sea Salt, 6 oz.",$3.98,B012W35JCQ,"['https://images-na.ssl-images-amazon.com/images/I/51SFlgzmtgL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/41iwb8bltGL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/518VaPNLuKL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/41JPND9dHkL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/41qLu4bAXnL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/612ceHGqyfL.jpg']",4.08
3121,"Sensible Portions Garden Veggie Straws, Zesty Ranch, 1 oz.",$0.50,B012W3AI9K,"['https://images-na.ssl-images-amazon.com/images/I/51dNXJPFLjL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/51nXiadCqtL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/51g4ik9eywL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/417Xn2Nv6NL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/51crXfvn3JL.jpg']",4.185185185185185
3122,"Garden of Eatin' Yellow Corn Tortilla Chips, 8.1 oz.",$2.40,B012W32LJK,"['https://images-na.ssl-images-amazon.com/images/I/51iWjgVSEML.jpg', 'https://images-na.ssl-images-amazon.com/images/I/41MNfp2J9EL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/515fZ%2BrL-LL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/51POi7heIuL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/51SMlw4XR5L.jpg']",4.333333333333333
3123,"Plum Organics Little Teethers, Organic Baby Teething Wafers, Blueberry, 3 oz, 6 count",$3.78,B012WB7SFY,"['https://images-na.ssl-images-amazon.com/images/I/51VfTVM%2BzoL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/41rh%2Bdk84NL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/51bfk0kfOwL.jpg']",4.068181818181818
3124,"Plum Organics Super Smoothie, Organic Toddler Food, Pear, Sweet Potato, Spinach, Blueberry with Beans &amp; Oats, 16 ounce (Pack of 4)",$5.77,B012WB8LAA,"['https://images-na.ssl-images-amazon.com/images/I/411QgS2upML.jpg', 'https://images-na.ssl-images-amazon.com/images/I/41FWeR6GQ6L.jpg', 'https://images-na.ssl-images-amazon.com/images/I/51Nt4518WOL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/5147gl3wnjL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/31pmAQ%2BdG7L.jpg']",4.5
3125,"Plum Organics Jammy Sammy, Organic Kids Snack Bar, Peanut Butter &amp; Grape, 5.1 Ounce, 5 bars",$3.05,B012WBCGR4,"['https://images-na.ssl-images-amazon.com/images/I/514nvzVOzRL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/51jpa5S1F2L.jpg', 'https://images-na.ssl-images-amazon.com/images/I/51%2BVa6DDFML.jpg', 'https://images-na.ssl-images-amazon.com/images/I/31qIq5WVQbL.jpg']",3.522727272727273
3126,"Plum Organics Jammy Sammy, Organic Kids Snack Bar, Apple Cinnamon &amp; Oatmeal, 5.1 Ounce, 5 bars",$3.81,B012WBC2CS,"['https://images-na.ssl-images-amazon.com/images/I/516xgylC80L.jpg', 'https://images-na.ssl-images-amazon.com/images/I/518I6--eNjL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/51o3pV4AgkL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/31oo3Tpvz7L.jpg']",4.133333333333334
3127,"Plum Organics Jammy Sammy, Organic Kids Snack Bar, Blueberry &amp; Oatmeal, 5.1 Ounce, 5 bars",$3.99,B012WBCWKU,"['https://images-na.ssl-images-amazon.com/images/I/51butGTuZeL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/51hhEMWcgYL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/51Uzw9fmh5L.jpg', 'https://images-na.ssl-images-amazon.com/images/I/318DKt6Mn7L.jpg']",3.760869565217391
3128,"Aveeno 1% Hydrocortisone Anti-Itch Relief Cream, 1 Oz",$4.97,B012X33HMY,"['https://images-na.ssl-images-amazon.com/images/I/41U56QWLo1L.jpg', 'https://images-na.ssl-images-amazon.com/images/I/416Wkzru3ZL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/41h%2BUhmrdLL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/416gZKOEMYL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/41KQyrapg6L.jpg', 'https://images-na.ssl-images-amazon.com/images/I/31vS27MPaVL.jpg']",4.491228070175438
3129,"Always Lightly Scented Wipes-To-Go for Women, 20 count",$3.29,B012X374NM,"['https://images-na.ssl-images-amazon.com/images/I/61zyq6H4ZGL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/51OQ49MBDFL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/51Kaq67QtQL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/51RXoC2CvlL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/51A8w5h9UuL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/517dJmLQSGL.jpg']",4.472222222222222
3130,"Hyland's Night Time Leg Cramps PM Tablets, Natural Pain Relief with Restful Sleep, 50 Count",$9.77,B012X39R5K,"['https://images-na.ssl-images-amazon.com/images/I/51kzesvtyQL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/51E4Ee4bJ0L.jpg']",4.547169811320755
3131,"Rohto Maximum Redness Relief, 0.4 Fluid Ounce",$4.98,B012X3AJ98,"['https://images-na.ssl-images-amazon.com/images/I/6170JYhulXL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/51DW-diE9fL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/51qka8vj9xL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/416OhtKvumL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/41LyWvREKxL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/312epCikqNL.jpg']",4.111111111111111
3132,"Traverse Bay Fruit Dried Cherries, 4 Pound",$24.34,B012XBZLNY,"['https://images-na.ssl-images-amazon.com/images/I/51YyEuoTFxL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/41Mank871KL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/51aWsLLNj6L.jpg', 'https://images-na.ssl-images-amazon.com/images/I/61aNIX-hKCL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/51LDss9aNJL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/51L-BFrkmXL.jpg']",4.86144578313253
3133,"Frontier Co-op Organic Hibiscus Flowers, Cut &amp; Sifted, 1 Pound Bulk Bag",$12.31,B012XC4TCM,"['https://images-na.ssl-images-amazon.com/images/I/51F8jjJorcL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/6183JEctCbL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/61KfDEBeiwL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/61-AMmMUVPL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/41LU3XUPalL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/61juJH0xY-L.jpg']",4.909090909090909
3134,"Traverse Bay Fruit Dried Blueberries, 4 Pound",$24.34,B012XC03DQ,"['https://images-na.ssl-images-amazon.com/images/I/51K5g0rzvWL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/310QNH95SNL.jpg']",4.6375
3135,"Health Warrior Chia Bars, Acai Berry, 13.2 Ounce",$15.04,B012XC7UP0,"['https://images-na.ssl-images-amazon.com/images/I/41SQAGZWMRL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/51KErQ0sTnL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/51vLTtOffyL.jpg']",4.9
3136,"OPTIMUM NUTRITION GOLD STANDARD 100% Casein Protein Powder, Creamy Vanilla, 2 Pound",$32.88,B0132JN3TK,['https://images-na.ssl-images-amazon.com/images/I/31-WG6UiIgL.jpg'],4.636363636363637
3137,"NOW 5-HTP 100 mg,120 Veg Capsules",$16.99,B0132ZCG9C,"['https://images-na.ssl-images-amazon.com/images/I/51pW5l4Dj-L.jpg', 'https://images-na.ssl-images-amazon.com/images/I/51AdD%2BqK0cL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/31rGy9iZNPL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/51shr6RQo2L.jpg', 'https://images-na.ssl-images-amazon.com/images/I/51RufcHcDJL.jpg']",4.416666666666667
3138,"NOW Solutions Sweet Almond Oil,4-Ounce",$2.59,B0132ZJNUC,"['https://images-na.ssl-images-amazon.com/images/I/31%2BrQDkaArL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/31XDtNJZBtL.jpg']",4.5058823529411764
3139,Bounce Fabric Softener Dryer Sheets Free &amp; Gentle 240CT,$9.19,B0132ZPJSC,"['https://images-na.ssl-images-amazon.com/images/I/51DI%2BrJER-L.jpg', 'https://images-na.ssl-images-amazon.com/images/I/41YRayBmEBL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/518K7st00PL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/41rqrv8D9dL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/51oLQDuVALL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/314KPVBEwGL.jpg']",4.7075471698113205
3140,"NOW  Magnesium Citrate 400 mg,120 Capsules",$9.75,B0132ZKR7A,"['https://images-na.ssl-images-amazon.com/images/I/51ibRhrmFZL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/51OMjGYfPlL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/41gHtq815eL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/31Hr0tVavmL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/41tYtqhcv5L.jpg', 'https://images-na.ssl-images-amazon.com/images/I/31sR9ujrYUL.jpg']",4.125
3141,"Huggies Natural Care Baby Wipes, Disposable Soft Packs, Unscented, Hypoallergenic, Aloe and Vitamin E, 56 Count (Pack of 8)",$14.51,B01331XUUE,"['https://images-na.ssl-images-amazon.com/images/I/51SbVDX6tYL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/51PjmRHbVEL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/51Iwq4RnYhL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/51ydhVOsBtL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/51X9HF2N7iL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/51PZEP37cRL.jpg']",4.829787234042553
3142,"Heinz Hot &amp; Spicy Ketchup Inverted Bottle, 14 oz. (Tabletop condiments)",$1.07,B013392OI0,"['https://images-na.ssl-images-amazon.com/images/I/51FO3UTQ5BL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/31S71ixE2PL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/51j7yTeqbpL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/413DOulJykL.jpg']",4.217391304347826
3143,"Heinz Tomato Ketchup, No Sugar Added, 13 Ounce",$2.58,B01339414A,"['https://images-na.ssl-images-amazon.com/images/I/51K0xLM9wOL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/51-HmACERmL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/51idXAsywHL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/51H9e03lY0L.jpg']",4.475806451612903
3144,"Heinz Organic Ketchup Inverted Bottle, 14 oz. (Tabletop condiments)",$3.19,B0133957CK,"['https://images-na.ssl-images-amazon.com/images/I/41Q8SmNCyZL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/31EbTd%2BNTWL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/51TnjWIM8vL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/51FE0jVmpTL.jpg']",4.521428571428571
3145,"Heinz Balsamic Vinegar Inverted Bottle, 14 oz. (Tabletop condiments)",$2.14,B013394FLY,"['https://images-na.ssl-images-amazon.com/images/I/31NCcbvzj1L.jpg', 'https://images-na.ssl-images-amazon.com/images/I/51%2BTjmehqcL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/41A7hqgdmnL.jpg']",4.458333333333333
3146,"Phillips' Milk of Magnesia Laxative (Original, 12-Fluid-Ounce Bottle)",$4.37,B01341F4I4,"['https://images-na.ssl-images-amazon.com/images/I/51X1w5zJ0xL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/41iN59ym0uL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/31FeCX3HzcL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/51vIjGDDHoL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/41jJZhIXQmL.jpg']",4.444444444444445
3147,"Dulcolax Laxative Tablets for Women, 90 Count Bottle Fast, Reliable, Gentle Relief from Constipation",$15.65,B01341FNMG,"['https://images-na.ssl-images-amazon.com/images/I/516Rlyu-LUL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/515wwy6x3DL.jpg']",4.555555555555555
3148,"Genuine Bayer Aspirin Tablets, 325 mg,  200 Count",$9.49,B01341HKV8,"['https://images-na.ssl-images-amazon.com/images/I/51DItqgfpjL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/51ObD2A%2B0ZL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/51w-x-36yBL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/51ZevWH4oVL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/41Acvzm172L.jpg', 'https://images-na.ssl-images-amazon.com/images/I/41ecK6XVZpL.jpg']",4.944444444444445
3149,"Afrin No Drip 12 Hour Pump Mist, Extra Moisturizing, 0.5 Ounce",$5.96,B01341GJWY,"['https://images-na.ssl-images-amazon.com/images/I/51zvaI2geUL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/41M6X-sWWWL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/51DQutCGpSL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/31ELjuQhQcL.jpg']",4.421052631578948
3150,"Excedrin Migraine Caplets for Migraine Pain Relief, 200 count",$15.54,B01341NLE8,"['https://images-na.ssl-images-amazon.com/images/I/61iLCI%2B4S9L.jpg', 'https://images-na.ssl-images-amazon.com/images/I/51DhG2u6WrL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/51QO0P4h7KL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/51jzqJaHO9L.jpg', 'https://images-na.ssl-images-amazon.com/images/I/517NqBl2YyL.jpg']",4.87037037037037
3151,"Boiron Sabadil, 60 Tablets, Homeopathic Medicine for Allergies",$6.00,B01341NDQO,['https://images-na.ssl-images-amazon.com/images/I/31Jump0yDQL.jpg'],4.846153846153846
3152,"Gevalia Dark Royal Blend Coffee, Bold Roast, K-Cup Pods, 18 Count",$7.49,B013CTGBKS,"['https://images-na.ssl-images-amazon.com/images/I/51FpJdQzZVL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/51PwGzspShL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/31h8t067WgL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/51lZEhY0kLL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/31InZwZZE1L.jpg', 'https://images-na.ssl-images-amazon.com/images/I/31A3-YADzPL.jpg']",4.604166666666667
3153,"Nutiva USDA Certified Organic, non-GMO Fair for Life Red Palm and Coconut Shortening, 15-ounce",$4.12,B013CTGQD0,"['https://images-na.ssl-images-amazon.com/images/I/51AepbU4M5L.jpg', 'https://images-na.ssl-images-amazon.com/images/I/51YEs4xeBjL.jpg']",4.64
3154,"Tim Horton's 100% Arabica Medium Roast, Original Blend, Ground Coffee, 32.8 Ounce Can",$15.99,B013CTGF6I,"['https://images-na.ssl-images-amazon.com/images/I/51HzYresusL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/51-UOXrhu0L.jpg', 'https://images-na.ssl-images-amazon.com/images/I/41VwN2AQA2L.jpg', 'https://images-na.ssl-images-amazon.com/images/I/31W1A1SPIDL.jpg']",4.705673758865248
3155,"Bai Bubbles Variety Pack, Sparkling Antioxidant Infused Beverage, 11.5oz (Pack of 12)",$22.08,B013CTH0DU,"['https://images-na.ssl-images-amazon.com/images/I/51uiwT5GLvL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/51ViWb7EJ-L.jpg', 'https://images-na.ssl-images-amazon.com/images/I/41XmVyRwLSL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/41fzcF3TVQL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/51z9sLYAG7L.jpg', 'https://images-na.ssl-images-amazon.com/images/I/51nq7NwQJLL.jpg']",3.888888888888889
3156,"Lipton Iced Tea K-Cups, Iced Tea Lemonade 10 ct",$6.41,B013DI34N0,"['https://images-na.ssl-images-amazon.com/images/I/51t7AGo4ybL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/41tDwBq9RDL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/416OjJ-qOzL.jpg', 'https://images-na.ssl-images-amazon.com/images/I/51zc5OnLU5L.jpg', 'https://images-na.ssl-images-amazon.com/images/I/51k2fcxCo-L.jpg', 'https://images-na.ssl-images-amazon.com/images/I/31p3-xOz-EL.jpg']",3.6785714285714284
